state_alpha,statisticcat_desc,domaincat_desc,watershed_desc,domain_desc,state_fips_code,sector_desc,county_ansi,county_code,prodn_practice_desc,county_name,country_code,week_ending,source_desc,freq_desc,util_practice_desc,year,unit_desc,Value,region_desc,short_desc,begin_code,zip_5,commodity_desc,asd_code,agg_level_desc,class_desc,reference_period_desc,CV (%),congr_district_code,location_desc,watershed_code,state_ansi,country_name,state_name,end_code,group_desc,asd_desc,load_time
FL,SALES,NOT SPECIFIED,,TOTAL,12,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,COLONIES,6771,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,FLORIDA,00000000,12,UNITED STATES,FLORIDA,00,SPECIALTY,,2012-01-01 00:00:00
FL,SALES,NOT SPECIFIED,,TOTAL,12,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,6621,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,FLORIDA,00000000,12,UNITED STATES,FLORIDA,00,SPECIALTY,,2012-01-01 00:00:00
GA,SALES,NOT SPECIFIED,,TOTAL,13,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,COLONIES,528,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,GEORGIA,00000000,13,UNITED STATES,GEORGIA,00,SPECIALTY,,2012-01-01 00:00:00
GA,SALES,NOT SPECIFIED,,TOTAL,13,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,COLONIES,1243,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,GEORGIA,00000000,13,UNITED STATES,GEORGIA,00,SPECIALTY,,2012-01-01 00:00:00
GA,SALES,NOT SPECIFIED,,TOTAL,13,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,31385,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,GEORGIA,00000000,13,UNITED STATES,GEORGIA,00,SPECIALTY,,2012-01-01 00:00:00
HI,SALES,NOT SPECIFIED,,TOTAL,15,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,COLONIES,911,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,HAWAII,00000000,15,UNITED STATES,HAWAII,00,SPECIALTY,,2012-01-01 00:00:00
HI,SALES,NOT SPECIFIED,,TOTAL,15,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,16,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,HAWAII,00000000,15,UNITED STATES,HAWAII,00,SPECIALTY,,2012-01-01 00:00:00
ID,SALES,NOT SPECIFIED,,TOTAL,16,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,COLONIES,1495,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,IDAHO,00000000,16,UNITED STATES,IDAHO,00,SPECIALTY,,2012-01-01 00:00:00
ID,SALES,NOT SPECIFIED,,TOTAL,16,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,COLONIES,1815,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,IDAHO,00000000,16,UNITED STATES,IDAHO,00,SPECIALTY,,2012-01-01 00:00:00
ID,SALES,NOT SPECIFIED,,TOTAL,16,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,NA,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,IDAHO,00000000,16,UNITED STATES,IDAHO,00,SPECIALTY,,2012-01-01 00:00:00
IL,SALES,NOT SPECIFIED,,TOTAL,17,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,COLONIES,152,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,ILLINOIS,00000000,17,UNITED STATES,ILLINOIS,00,SPECIALTY,,2012-01-01 00:00:00
IL,SALES,NOT SPECIFIED,,TOTAL,17,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,COLONIES,197,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,ILLINOIS,00000000,17,UNITED STATES,ILLINOIS,00,SPECIALTY,,2012-01-01 00:00:00
IL,SALES,NOT SPECIFIED,,TOTAL,17,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,1553,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,ILLINOIS,00000000,17,UNITED STATES,ILLINOIS,00,SPECIALTY,,2012-01-01 00:00:00
IN,SALES,NOT SPECIFIED,,TOTAL,18,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,COLONIES,665,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,INDIANA,00000000,18,UNITED STATES,INDIANA,00,SPECIALTY,,2012-01-01 00:00:00
IN,SALES,NOT SPECIFIED,,TOTAL,18,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,COLONIES,726,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,INDIANA,00000000,18,UNITED STATES,INDIANA,00,SPECIALTY,,2012-01-01 00:00:00
IN,SALES,NOT SPECIFIED,,TOTAL,18,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,734,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,INDIANA,00000000,18,UNITED STATES,INDIANA,00,SPECIALTY,,2012-01-01 00:00:00
IA,SALES,NOT SPECIFIED,,TOTAL,19,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,COLONIES,678,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,IOWA,00000000,19,UNITED STATES,IOWA,00,SPECIALTY,,2012-01-01 00:00:00
IA,SALES,NOT SPECIFIED,,TOTAL,19,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,COLONIES,245,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,IOWA,00000000,19,UNITED STATES,IOWA,00,SPECIALTY,,2012-01-01 00:00:00
IA,SALES,NOT SPECIFIED,,TOTAL,19,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,2423,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,IOWA,00000000,19,UNITED STATES,IOWA,00,SPECIALTY,,2012-01-01 00:00:00
KS,SALES,NOT SPECIFIED,,TOTAL,20,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,COLONIES,149,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,KANSAS,00000000,20,UNITED STATES,KANSAS,00,SPECIALTY,,2012-01-01 00:00:00
KS,SALES,NOT SPECIFIED,,TOTAL,20,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,COLONIES,281,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,KANSAS,00000000,20,UNITED STATES,KANSAS,00,SPECIALTY,,2012-01-01 00:00:00
KS,SALES,NOT SPECIFIED,,TOTAL,20,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,NA,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,KANSAS,00000000,20,UNITED STATES,KANSAS,00,SPECIALTY,,2012-01-01 00:00:00
KY,SALES,NOT SPECIFIED,,TOTAL,21,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,COLONIES,276,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,KENTUCKY,00000000,21,UNITED STATES,KENTUCKY,00,SPECIALTY,,2012-01-01 00:00:00
KY,SALES,NOT SPECIFIED,,TOTAL,21,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,COLONIES,206,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,KENTUCKY,00000000,21,UNITED STATES,KENTUCKY,00,SPECIALTY,,2012-01-01 00:00:00
KY,SALES,NOT SPECIFIED,,TOTAL,21,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,775,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,KENTUCKY,00000000,21,UNITED STATES,KENTUCKY,00,SPECIALTY,,2012-01-01 00:00:00
LA,SALES,NOT SPECIFIED,,TOTAL,22,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,COLONIES,1776,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,LOUISIANA,00000000,22,UNITED STATES,LOUISIANA,00,SPECIALTY,,2012-01-01 00:00:00
LA,SALES,NOT SPECIFIED,,TOTAL,22,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,COLONIES,1206,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,LOUISIANA,00000000,22,UNITED STATES,LOUISIANA,00,SPECIALTY,,2012-01-01 00:00:00
LA,SALES,NOT SPECIFIED,,TOTAL,22,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,1278,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,LOUISIANA,00000000,22,UNITED STATES,LOUISIANA,00,SPECIALTY,,2012-01-01 00:00:00
ME,SALES,NOT SPECIFIED,,TOTAL,23,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,COLONIES,26,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MAINE,00000000,23,UNITED STATES,MAINE,00,SPECIALTY,,2012-01-01 00:00:00
ME,SALES,NOT SPECIFIED,,TOTAL,23,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,COLONIES,353,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MAINE,00000000,23,UNITED STATES,MAINE,00,SPECIALTY,,2012-01-01 00:00:00
ME,SALES,NOT SPECIFIED,,TOTAL,23,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,524,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MAINE,00000000,23,UNITED STATES,MAINE,00,SPECIALTY,,2012-01-01 00:00:00
MD,SALES,NOT SPECIFIED,,TOTAL,24,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,COLONIES,267,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MARYLAND,00000000,24,UNITED STATES,MARYLAND,00,SPECIALTY,,2012-01-01 00:00:00
MD,SALES,NOT SPECIFIED,,TOTAL,24,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,COLONIES,620,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MARYLAND,00000000,24,UNITED STATES,MARYLAND,00,SPECIALTY,,2012-01-01 00:00:00
MD,SALES,NOT SPECIFIED,,TOTAL,24,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,126,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MARYLAND,00000000,24,UNITED STATES,MARYLAND,00,SPECIALTY,,2012-01-01 00:00:00
MA,SALES,NOT SPECIFIED,,TOTAL,25,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,COLONIES,244,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MASSACHUSETTS,00000000,25,UNITED STATES,MASSACHUSETTS,00,SPECIALTY,,2012-01-01 00:00:00
MA,SALES,NOT SPECIFIED,,TOTAL,25,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,COLONIES,1635,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MASSACHUSETTS,00000000,25,UNITED STATES,MASSACHUSETTS,00,SPECIALTY,,2012-01-01 00:00:00
MA,SALES,NOT SPECIFIED,,TOTAL,25,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,140,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MASSACHUSETTS,00000000,25,UNITED STATES,MASSACHUSETTS,00,SPECIALTY,,2012-01-01 00:00:00
MI,SALES,NOT SPECIFIED,,TOTAL,26,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,COLONIES,2287,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MICHIGAN,00000000,26,UNITED STATES,MICHIGAN,00,SPECIALTY,,2012-01-01 00:00:00
MI,SALES,NOT SPECIFIED,,TOTAL,26,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,COLONIES,3112,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MICHIGAN,00000000,26,UNITED STATES,MICHIGAN,00,SPECIALTY,,2012-01-01 00:00:00
MI,SALES,NOT SPECIFIED,,TOTAL,26,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,18333,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MICHIGAN,00000000,26,UNITED STATES,MICHIGAN,00,SPECIALTY,,2012-01-01 00:00:00
MN,SALES,NOT SPECIFIED,,TOTAL,27,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,COLONIES,11248,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MINNESOTA,00000000,27,UNITED STATES,MINNESOTA,00,SPECIALTY,,2012-01-01 00:00:00
MN,SALES,NOT SPECIFIED,,TOTAL,27,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,COLONIES,1855,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MINNESOTA,00000000,27,UNITED STATES,MINNESOTA,00,SPECIALTY,,2012-01-01 00:00:00
MN,SALES,NOT SPECIFIED,,TOTAL,27,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,9986,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MINNESOTA,00000000,27,UNITED STATES,MINNESOTA,00,SPECIALTY,,2012-01-01 00:00:00
MS,SALES,NOT SPECIFIED,,TOTAL,28,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,COLONIES,68,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MISSISSIPPI,00000000,28,UNITED STATES,MISSISSIPPI,00,SPECIALTY,,2012-01-01 00:00:00
MS,SALES,NOT SPECIFIED,,TOTAL,28,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,COLONIES,86,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MISSISSIPPI,00000000,28,UNITED STATES,MISSISSIPPI,00,SPECIALTY,,2012-01-01 00:00:00
MS,SALES,NOT SPECIFIED,,TOTAL,28,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,NA,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MISSISSIPPI,00000000,28,UNITED STATES,MISSISSIPPI,00,SPECIALTY,,2012-01-01 00:00:00
MO,SALES,NOT SPECIFIED,,TOTAL,29,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,COLONIES,1666,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MISSOURI,00000000,29,UNITED STATES,MISSOURI,00,SPECIALTY,,2012-01-01 00:00:00
MO,SALES,NOT SPECIFIED,,TOTAL,29,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,COLONIES,288,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MISSOURI,00000000,29,UNITED STATES,MISSOURI,00,SPECIALTY,,2012-01-01 00:00:00
MO,SALES,NOT SPECIFIED,,TOTAL,29,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,967,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MISSOURI,00000000,29,UNITED STATES,MISSOURI,00,SPECIALTY,,2012-01-01 00:00:00
MT,SALES,NOT SPECIFIED,,TOTAL,30,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,COLONIES,NA,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MONTANA,00000000,30,UNITED STATES,MONTANA,00,SPECIALTY,,2012-01-01 00:00:00
MT,SALES,NOT SPECIFIED,,TOTAL,30,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,COLONIES,8262,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MONTANA,00000000,30,UNITED STATES,MONTANA,00,SPECIALTY,,2012-01-01 00:00:00
MT,SALES,NOT SPECIFIED,,TOTAL,30,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,10033,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,MONTANA,00000000,30,UNITED STATES,MONTANA,00,SPECIALTY,,2012-01-01 00:00:00
NE,SALES,NOT SPECIFIED,,TOTAL,31,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,COLONIES,303,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,NEBRASKA,00000000,31,UNITED STATES,NEBRASKA,00,SPECIALTY,,2012-01-01 00:00:00
NE,SALES,NOT SPECIFIED,,TOTAL,31,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,COLONIES,1122,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,NEBRASKA,00000000,31,UNITED STATES,NEBRASKA,00,SPECIALTY,,2012-01-01 00:00:00
NE,SALES,NOT SPECIFIED,,TOTAL,31,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,478,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,NEBRASKA,00000000,31,UNITED STATES,NEBRASKA,00,SPECIALTY,,2012-01-01 00:00:00
NV,SALES,NOT SPECIFIED,,TOTAL,32,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,COLONIES,NA,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,NEVADA,00000000,32,UNITED STATES,NEVADA,00,SPECIALTY,,2012-01-01 00:00:00
NV,SALES,NOT SPECIFIED,,TOTAL,32,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,COLONIES,601,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,NEVADA,00000000,32,UNITED STATES,NEVADA,00,SPECIALTY,,2012-01-01 00:00:00
NV,SALES,NOT SPECIFIED,,TOTAL,32,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,82,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,NEVADA,00000000,32,UNITED STATES,NEVADA,00,SPECIALTY,,2012-01-01 00:00:00
NH,SALES,NOT SPECIFIED,,TOTAL,33,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,COLONIES,NA,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,NEW HAMPSHIRE,00000000,33,UNITED STATES,NEW HAMPSHIRE,00,SPECIALTY,,2012-01-01 00:00:00
NH,SALES,NOT SPECIFIED,,TOTAL,33,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,COLONIES,11,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,NEW HAMPSHIRE,00000000,33,UNITED STATES,NEW HAMPSHIRE,00,SPECIALTY,,2012-01-01 00:00:00
NH,SALES,NOT SPECIFIED,,TOTAL,33,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,COLONIES,78,,"HONEY, BEE COLONIES - SALES, MEASURED IN COLONIES",00,,HONEY,,STATE,BEE COLONIES,YEAR,,,NEW HAMPSHIRE,00000000,33,UNITED STATES,NEW HAMPSHIRE,00,SPECIALTY,,2012-01-01 00:00:00
